id,id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1a,stat1b,stat2a,stat2b,defense,magicresistence,range,attackpower,attackspeed,itemgrade,name,icon,description,blue,union points
,904,4,143,16350,0,2,55,,,44|44|44,31|80,0|0,13,6,25,500,54,11,,,,0,Brave Merchant Gloves,550,Equipment rewarded to honor those that have fought against dragons. Sophisticated gloves for well-experienced peddlers.,21,
,905,4,141,40800,0,5,59,,,41|41|41,31|100,0|0,10,8,20,12,78,13,,,,0,Brave Plate Gauntlets,461,Equipment rewarded to honor those that have fought against dragons. The best gauntlets: well-designed and reliable.,21,
,906,4,142,36700,0,2,63,,,42|42|42,31|100,0|0,12,8,29,12,68,17,,,,0,Brave Heavens Gloves,487,Equipment rewarded to honor those that have fought against dragons. Gloves said to be worn by those who have swooped down from the heavens.,21,
,907,4,143,39600,0,3,62,,,43|43|43,31|100,0|0,11,8,24,3,73,15,,,,0,Brave Wild Hawker Gloves,526,Equipment rewarded to honor those that have fought against dragons. Carrying the essence of freedom these gloves are a necessity for the ultimate Hawker!,21,
,908,4,143,41450,0,2,64,,,44|44|44,31|100,0|0,13,8,25,600,72,15,,,,0,Brave Redfield Chairman Gloves,552,Equipment rewarded to honor those that have fought against dragons. High-quality gloves for a person of high esteem. It commands respect!,21,
,909,4,141,47900,0,5,58,,,51|51|51,31|135,0|0,10,10,20,18,109,17,,,,0,Brave Rightous Plate Gauntlets,466,Equipment rewarded to honor those that have fought against dragons. Gaunlets meant to be worn by warriors whose hearts know the true meaning of justice.,21,
,910,4,142,40350,0,2,63,,,52|52|52,31|135,0|0,12,10,29,13,94,23,,,,0,Brave Archmage Gloves,492,Equipment rewarded to honor those that have fought against dragons. Gloves that are especially crafted for advanced Muses.,21,
,911,4,143,41000,0,3,61,,,53|53|53,31|135,0|0,11,10,24,3,102,20,,,,0,Brave Netherworld Gloves,530,Equipment rewarded to honor those that have fought against dragons. Gloves designed for use by leaders of the underworld.,21,
,912,4,143,43550,0,2,63,,,54|54|54,31|135,0|0,13,10,25,700,100,19,,,,0,Brave Noble Lord Gloves,557,Equipment rewarded to honor those that have fought against dragons. Gloves that are a symbol of honor power and prestige.,21,
,913,4,141,278748,0,5,93,,,51|51|51,31|160,0|0,10,12,20,20,134,24,,,,0,Brave Jabberwock Gauntlets,468,Equipment rewarded to honor those that have fought against dragons. Gauntlets that shimmer freakily like the eyes of a madman.,21,
,914,4,142,192465,0,2,91,,,52|52|52,31|160,0|0,12,12,29,14,102,25,,,,0,Brave Dimple Gloves,507,Equipment rewarded to honor those that have fought against dragons. A pair of cute classy gloves made by a famous designer.,21,
,915,4,143,200115,0,3,90,,,53|53|53,31|160,0|0,11,12,24,3,111,22,,,,0,Brave Steel Resolve Gloves,533,Equipment rewarded to honor those that have fought against dragons. Gloves suited to marksmen that live by the one shot one kill credo.,21,
,916,4,143,206055,0,2,66,,,54|54|54,31|160,0|0,13,12,25,800,109,21,,,,0,Brave Mana Steam Gloves,559,Equipment rewarded to honor those that have fought against dragons. Specialty magic gloves that can directly manipulate Mana.,21,
,2,5,153,300,0,2,18,,,0|0|0,0|0,0|0,,,,,10,2,,,,1,Red Shoes,572,Very charming very red shoes.,0,
,2,5,153,300,0,2,18,,,0|0|0,0|0,0|0,,,,,10,2,,,,1,Red Shoes,572,Very charming very red shoes.,0,
,3,5,153,450,0,2,18,,,0|0|0,31|4,0|0,,,,,11,2,,,,1,Waterproof Shoes,573,Red shoes that have a waterproof coating making them handy on rainy days.,0,
,4,5,153,650,0,3,20,,,0|0|0,31|5,0|0,,,,,12,2,,,,1,Leather Shoes,574,Shoes made with stout leather.,0,
,5,5,153,750,0,3,21,,,0|0|0,31|7,0|0,,,,,13,2,,,,1,Dash Shoes,575,Shoes that enable its wearer to run fast.,0,
,6,5,153,950,0,2,22,,,0|0|0,31|10,0|0,,,,,15,3,,,,1,Shoes of Iguje,576,Exotic shoes with pointed toes.,0,
,7,5,153,1100,0,2,24,1,331,0|0|0,31|15,0|0,,,,,17,3,,,,1,Arumic Shoes,577,Exotically attractive shoes with pointed toes.,0,19
,8,5,153,1400,0,2,26,3,332,0|0|0,31|20,0|0,,,,,20,4,,,,1,Field Walkers,578,Lightweight boots that make its wearer feel good.,0,20
,9,5,153,1900,0,2,28,5,333,0|0|0,31|25,0|0,,,,,22,4,,,,2,Wild Walkers,579,Boots that protect ones feet from great impact.,0,21
,10,5,153,2200,0,2,29,7,334,0|0|0,31|30,0|0,,,,,25,5,,,,2,Land Walkers,580,Comfortable boots that offer comfort when walking.,0,22
,11,5,153,3000,0,2,31,10,335,0|0|0,31|35,0|0,,,,,27,5,,,,2,Earth Walkers,581,Comfortable boots that protect its wearer when walking on the toughest terrain.,0,23
,12,5,153,3700,0,2,33,11,336,0|0|0,31|40,0|0,,,,,30,6,,,,2,Marble Shoes,582,Shoes endowed with the elegant beauty of marble stone.,0,24
,13,5,153,4900,0,2,35,,337,0|0|0,31|45,0|0,,,,,32,7,,,,3,Luxurious Marble Shoes,583,Shoes as hard as marble on the outside but incredibly soft and cushiony on the inside.,0,
,14,5,153,6600,0,2,39,,,0|0|0,31|55,0|0,,,,,37,8,,,,3,Junior Shoes,585,Shoes for normal magic school students.,0,
,15,5,153,9200,0,2,42,,,0|0|0,31|65,0|0,,,,,42,9,,,,3,Senior Shoes,586,Shoes for exemplary magic school students.,0,
,16,5,153,13500,0,2,46,,,0|0|0,31|75,0|0,,,,,47,11,,,,4,Redfield Green Shoes,588,Refined elegant shoes for people with refined elegant tastes.,0,
,17,5,153,17300,0,2,49,,,0|0|0,31|85,0|0,,,,,52,12,,,,4,Redfield Black Shoes,589,Refined elegant shoes for people with refined elegant tastes.,0,
,18,5,153,25300,0,2,52,,,0|0|0,31|95,0|0,,,,,57,13,,,,5,Redfield Red Shoes,598,Refined elegant shoes for people with refined elegant tastes.,0,
,29,5,153,100,0,2,14,,,0|0|0,0|0,0|0,,,,,2,0,,,,1,Visitor Sandals,601,Basic shoes for Visitors that are furnished by the Akram Kingdom.,0,
,30,5,153,100,0,2,14,,,0|0|0,0|0,0|0,,,,,2,0,,,,1,Visitor Sandals,602,Basic shoes for Visitors that are furnished by the Akram Kingdom.,0,
,31,5,151,1050,0,5,21,,,41|41|41,31|10,0|0,,,,,16,2,,,,1,Soldier Boots,611,Basic boots for Soldiers.,0,
,32,5,151,2950,0,5,28,1,301,41|41|41,31|30,0|0,,,,,25,4,,,,2,Iron Boots,612,Boots made out of iron.,0,22
,33,5,151,6350,0,5,35,3,302,41|41|41,31|50,0|0,,,,,36,6,,,,3,Trunket Boots,613,Heavy but very reliable boots.,0,27
,34,5,151,13550,0,5,42,5,303,41|41|41,31|70,0|0,,,,,49,8,,,,4,Chrome Boots,614,Light yet sturdy boots that are made out of a mysterious metal.,0,32
,35,5,151,22950,0,6,48,7,304,41|41|41,31|90,0|0,,,,,64,11,,,,5,Mighty Boots,615,Light yet reliable boots of high quality.,0,37
,36,5,151,35400,0,6,53,10,305,51|51|51,31|110,0|0,,,,,81,14,,,,6,Kurash Boots,616,Heavy boots which can be used as weapons.,0,41
,37,5,151,60000,0,6,59,11,306,51|51|51,31|130,0|0,,,,,100,17,,,,6,Plate Boots,617,The best boots: well-designed and very reliable.,0,43
,38,5,151,98775,0,6,69,,,51|51|51,31|150,0|0,,,,,121,20,,,,6,Durable Boots,618,Sturdily constructed boots that are the standard of durability in footwear.,0,
,39,5,151,132975,0,6,76,,,51|51|51,31|170,0|0,,,,,144,23,,,,6,Cedric Boots,619,Effective Boots designed by a famous swordman.,0,
,40,5,151,187600,0,6,75,,,51|51|51,31|190,0|0,,,,,169,27,,,,6,Execution Boots,620,Boots crafted for warriors that fight against injustice and villainy.,0,
,41,5,151,264550,0,6,81,,,51|51|51,31|210,0|0,,,,,196,31,,,,6,Abyss Plate Boots,621,Boots forged from a strange metal discovered at the bottom of an abyss.,0,
,42,5,151,103800,0,6,62,,,51|51|51,31|230,0|0,,,,,225,35,,,,6,Rightous Plate Boots,622,Boots intended to be worn by heroes whose hearts know the true meaning of justice.,0,
,43,5,151,187600,0,6,75,,,51|51|51,31|250,0|0,,,,,256,39,,,,7,Jabberwock Boots,627,Boots that shimmer freakily like the eyes of a madman.,0,
,61,5,152,900,0,3,22,,,42|42|42,31|10,0|0,21,3,,,15,4,,,,1,Spiritual Shoes,637,Shoes which bring a feeling of calmness to their wearer making them ideal for new Muses.,0,
,62,5,152,2500,0,3,29,1,311,42|42|42,31|30,0|0,21,6,,,22,7,,,,2,Green Sandals of Witch,638,A pair of shoes that is fairly popular among magic users.,0,22
,63,5,152,5700,0,3,36,3,312,42|42|42,31|50,0|0,21,9,,,30,10,,,,3,Purple Sandals of Witch,639,Sandals that are favored by very well-experienced Mages.,0,27
,64,5,152,10700,0,3,43,5,313,42|42|42,31|70,0|0,21,12,,,39,14,,,,4,Violet Boots,640,Fashionable boots that are the mark of a powerful Mage.,0,32
,65,5,152,19600,0,3,50,7,314,42|42|42,31|90,0|0,21,15,,,49,18,,,,5,Boots of Shadow,641,Shoes that are rumored to cover its wearer in shadow.,0,35
,66,5,152,29550,0,3,55,10,315,52|52|52,31|110,0|0,21,18,,,60,23,,,,6,Velvet Boots of Witch,642,Boots from which extremely powerful magic can be sensed.,0,40
,67,5,152,45350,0,3,61,11,316,52|52|52,31|130,0|0,21,21,,,72,28,,,,6,Heavens Shoes,643,Shoes which are said to be worn by those from heaven.,0,42
,68,5,152,77220,0,3,72,,,52|52|52,31|150,0|0,21,24,,,85,34,,,,6,Fairy Shoes,644,Cool footwear crafted by Aruas fairy.,0,
,69,5,152,106605,0,3,79,,,52|52|52,31|170,0|0,21,27,,,99,40,,,,6,Joker Shoes,645,A pair of shoes that is commonly worn by confidence men and hustlers.,0,
,70,5,152,143900,0,3,78,,,52|52|52,31|190,0|0,21,30,,,114,47,,,,6,Mystic Weaver Shoes,646,A pair of shoes manufactured for intermediate Muses.,0,
,71,5,152,204650,0,3,84,,,52|52|52,31|210,0|0,21,33,,,130,54,,,,6,Serenity Shoes,647,A pair shoes that provides a sense of calm and clarity of focus just by wearing them.,0,
,72,5,152,82150,0,3,64,,,52|52|52,31|230,0|0,21,36,,,147,62,,,,6,Archmage Shoes,648,Shoes that are especially manufactured for advanced Muses.,0,
,73,5,152,143900,0,3,78,,,52|52|52,31|250,0|0,21,39,,,165,70,,,,7,Dimple Shoes,650,Cute classy shoes made by a famous designer.,0,
,91,5,151,1050,0,3,24,,,43|43|43,31|10,0|0,,,,,15,2,,,,1,Hunter Boots,676,Basic boots for Hawkers that allow the wearer to easily adapt to nature.,0,
,92,5,151,2750,0,3,31,1,301,43|43|43,31|30,0|0,,,,,23,4,,,,2,Criker Boots,677,Light boots that are well suited for hunting.,0,18
,93,5,151,6450,0,3,38,3,302,43|43|43,31|50,0|0,,,,,32,7,,,,3,Ranger Boots,678,Fashionable boots for well-experienced hunters.,0,24
,94,5,151,13050,0,3,45,5,303,43|43|43,31|70,0|0,,,,,43,10,,,,4,Black Pirate Boots,679,Boots that are favored by pirates of the black sea.,0,28
,95,5,151,21900,0,3,52,7,304,43|43|43,31|90,0|0,,,,,55,13,,,,5,Mariners Boots,680,Boots favored by seafaring adventurers.,0,30
,96,5,151,32250,0,3,57,10,305,53|53|53,31|110,0|0,,,,,69,17,,,,6,Jaguar Boots,681,Boots that enable its wearer to move as quickly as a jaguar.,0,35
,97,5,151,56100,0,3,63,11,306,53|53|53,31|130,0|0,,,,,84,18,,,,6,Wild Hawker Boots,682,A necessity for the ultimate Hawker this pair of boots evokes feelings of wild freedom.,0,37
,98,5,151,84420,0,3,74,,,53|53|53,31|150,0|0,,,,,101,21,,,,6,Pirate Sandals,683,A pair of sandals that is generally favored by pirates.,0,
,99,5,151,115380,0,3,81,,,53|53|53,31|170,0|0,,,,,119,26,,,,6,Silentwalker Boots,684,Shoes that teach basic posture of stealth walking.,0,
,100,5,151,181850,0,3,80,,,53|53|53,31|190,0|0,,,,,139,31,,,,6,Triggerman Boots,685,A pair of boots favored by professional hitmen.,0,
,101,5,151,255150,0,3,86,,,53|53|53,31|210,0|0,,,,,160,36,,,,6,Captain Hawker Boots,686,A pair of boots that is a sign of a truly great captain.,0,
,102,5,151,90150,0,3,66,,,53|53|53,31|230,0|0,,,,,183,26,,,,6,Netherworld Boots,687,A pair of boots designed for Underworld bosses.,0,
,103,5,151,181850,0,3,80,,,53|53|53,31|250,0|0,,,,,207,29,,,,7,Steel Resolve Boots,689,Boots suited to marksmen that live by the one shot one kill credo.,0,
,121,5,153,1300,0,3,24,,,44|44|44,31|10,0|0,,,,,16,3,,,,1,Brown Shoes,702,Basic shoes for new merchants.,0,
,122,5,153,2750,0,3,31,1,321,44|44|44,31|30,0|0,,,,,24,5,,,,2,Vibe Shoes,703,Shoes for rookie merchants that are just beginning to learn economic theory.,0,22
,123,5,153,6450,0,3,38,3,322,44|44|44,31|50,0|0,,,,,33,7,,,,3,Tamiya Shoes,704,Thick and comfortable shoes for young peddlers.,0,26
,124,5,153,13050,0,3,45,5,323,44|44|44,31|70,0|0,,,,,43,10,,,,4,Semiya Shoes,705,Thick and very comfortable shoes for intermediate peddlers.,0,30
,125,5,153,21250,0,3,51,7,324,44|44|44,31|90,0|0,,,,,54,13,,,,5,Merchant Boots,706,Sophisticated boots for well-experienced peddlers.,0,32
,126,5,153,33900,0,3,56,10,325,54|54|54,31|110,0|0,,,,,66,17,,,,6,Rich Merchant Boots,707,Sophisticated boots which feel heavenly soft and velvety to the touch for well-experienced peddlers.,0,37
,127,5,153,52150,0,3,62,11,326,54|54|54,31|130,0|0,,,,,79,17,,,,6,Redfield Chairman Shoes,708,High class shoes that are preferred by executives and politicians.,0,40
,128,5,153,80595,0,3,73,,,54|54|54,31|150,0|0,,,,,93,26,,,,6,Fisherman Sandals,709,A pair of sandals manufactured for fishermen that travel all of the world.,0,
,129,5,153,113085,0,3,80,,,54|54|54,31|170,0|0,,,,,108,25,,,,6,Bomber Shoes,710,A pair of shoes for experienced demolition experts.,0,
,130,5,153,161300,0,3,79,,,54|54|54,31|190,0|0,,,,,124,30,,,,6,Cart Racer Shoes,711,A pair of shoes that is favored by highly skilled Cart Racers.,0,
,131,5,153,224250,0,3,84,,,54|54|54,31|210,0|0,,,,,141,35,,,,6,Bourgeois Shoes,712,A symbol of wealth this pair of shoes elicts sighs of jealousy from passerby.,0,
,132,5,153,88000,0,3,65,,,54|54|54,31|230,0|0,,,,,159,25,,,,6,Noble Lord Shoes,713,A pair of shoes that symbolizes prestige and power and is typically worn by the aristocracy.,0,
,133,5,153,161300,0,3,79,,,54|54|54,31|250,0|0,,,,,178,28,,,,7,Mana Steam Shoes,715,Specialty magic shoes that can directly manipulate Mana.,0,
,151,5,153,0,0,3,50,,,0|0|0,0|0,0|0,,,,,5,5,,,,1,GM Boots,590,Boots worn by a Game master.,31,
,152,5,153,1500,0,3,22,,,0|0|0,31|10,0|0,,,,,5,3,,,,1,Santa Boots,587,A pair of incredibly warm boots that is indispensable for Santas.,31,
,153,5,153,1500,0,3,20,,,0|0|0,31|15,0|0,,,,,3,6,,,,1,Plastic Shoes,591,A pair of plastic shoes that perfectly complemenst a Hanbok.,31,
,154,5,153,1200,0,2,23,,,0|0|0,31|14,0|0,38,10,,,6,2,,,,1,Adventurers Shoes,577,Hand-made shoes given as a gift from the villagers of the Adventurers Plains. (Quest Reward),31,
,157,5,153,1000,0,2,23,,,0|0|0,31|1,0|0,,,,,5,2,,,,1,Beach Flipflops,592,Summertime sandals that come in handy when taking walks on the beach.,31,
,160,5,153,1000,0,2,23,,,0|0|0,31|1,0|0,,,,,5,2,,,,,Lucille Party Shoes,592,Party shoes worn with the Lucille outfit,31,
,161,5,153,1000,0,2,23,,,0|0|0,31|1,0|0,,,,,5,2,,,,,Felice Party Shoes,592,Party shoes worn with the Felice outfit,31,
,163,5,153,1000,0,2,23,,,0|0|0,31|1,0|0,14,30,,,6,6,,,,1,Hogan Boots,595,Only winners at heart can wear these awesome boots.,31,
,164,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,White Santa Boots,598,A pair of incredibly warm white boots that Santa wears when he wants to look dapper.,31,
,166,5,152,10,0,3,31,,,0|0|0,0|0,0|0,,,,,24,1,,,,,Fairy Gift Shoes,644,Special equipment given to Visitors that are invited by Aruas fairy.,31,
,167,5,152,10,0,3,31,,,0|0|0,0|0,0|0,,,,,24,1,,,,,Fairy Bless Shoes,644,Special equipment given to Visitors that are invited by Aruas fairy.,31,
,169,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,Snowboard Boots,599,Sturdy waterproof boots that are perfect for snowboarding.,31,
,170,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,Soccer Cleats,608,Lightweight shoes that are designed to improve performance when playing soccer.,31,
,171,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,KROSE Soccer Cleats,608,Lightweight shoes that are designed to improve performance when playing soccer.,31,
,172,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,JROSE Soccer Cleats,608,Lightweight shoes that are designed to improve performance when playing soccer.,31,
,173,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,ROSE NA Soccer Cleats,608,Lightweight shoes that are designed to improve performance when playing soccer.,31,
,174,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,PROSE Soccer Cleats,608,Lightweight shoes that are designed to improve performance when playing soccer.,31,
,175,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,23,8,8,8,,,,1,Clan War School Shoes,600,A pair of specially designed shoes that is given as a reward to those that advance to the final Clan match.,31,
,176,5,153,1500,0,3,22,,,0|0|0,31|10,0|0,,,,,5,3,,,,1,Rudolph Boots,626,A pair of classy boots worn by the famous reindeer Rudolph.,31,
,177,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,2,,,,1,Orange Sport Shoes,690,You can run really fast in these,31,
,178,5,153,1500,0,3,22,,,0|0|0,31|10,0|0,,,,,5,3,,,,1,Green Rudolph Boots,628,A pair of classy boots worn by the Rudolphs not so famous cousin.,31,
,180,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,,,,,5,5,,,,90,Blue Santa Boots,2642,A pair of Santa Boots made in the color of the sky.,31,
,181,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,14,8,23,8,8,8,,,,90,Navy Blue Magic School Shoes,2643,Magic School Shoes colored in navy blue.,31,102
,182,5,153,1500,0,3,22,,,0|0|0,0|0,0|0,14,5,,,5,3,,,,90,Yellow Rubber Boots,2641,Yellow waterproof boots that enable its wearer to enjoy rainy days without getting soaked.,31,
,183,5,151,1500,0,6,81,,,0|0|0,0|0,0|0,14,5,,,5,3,,,,90,Wooden Shoes,2639,Shoes from the ancient east,31,
,184,5,151,1500,0,6,81,,,0|0|0,31|120,0|0,23,10,10,5,100,4,,,,90,New Abyss Plate Boots,2644,Boots made out advanced power from Star of Warrior.,31,
,185,5,152,1500,0,3,84,,,0|0|0,31|120,0|0,23,10,12,5,140,10,,,,90,New Serenity Shoes,2645,Shoes made of advanced power from Star of Magic.,31,
,186,5,151,1500,0,3,86,,,0|0|0,31|120,0|0,23,10,11,5,146,8,,,,90,New Captain Boots,2646,Boots made of advanced power from Star of Hunter.,31,
,187,5,153,1500,0,3,84,,,0|0|0,31|120,0|0,23,10,15,5,143,8,,,,90,New Bourgeois Shoes,2647,Shoes made of advanced power from Star of Merchant.,31,
,188,5,153,1000,0,2,23,,,0|0|0,0|0,0|0,14,8,23,8,8,8,,,,90,White Magic School Shoes,2648,Magic School Shoes colored in white,31,121
,189,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,18,5,14,15,10,10,,,,90,Servants Boots,2649,Boots typically worn by the caretakers of a noblemans mansion.,31,
,190,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,11,10,23,20,10,10,,,,90,Boxing Shoes,2650,Shoes worn by professional boxers,31,
,191,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,14,8,23,8,42,8,,,,90,Pink Sports Boots,2749,Pink boots with an emblem on the ankle,31,
,192,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,14,8,24,8,42,8,,,,90,Chicken Boots,2753,Part of the chicken outfit,31,
,193,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,15,5,14,15,10,10,,,,90,Brown Servant Shoes,2652,Shoes worn by servants,31,
,194,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,11,4,14,10,10,10,,,,90,Black Stiletto Shoes,2765,Classy black shoes with stiletto heals,31,
,195,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,15,4,14,10,10,10,,,,90,White Stiletto Shoes,2771,Classy white shoes with stiletto heals,31,
,196,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,10,4,14,10,10,10,,,,90,Red Stiletto Shoes,2774,Classy red shoes with stiletto heals,31,
,197,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,23,8,14,8,8,8,,,,90,Chunky Shoes,2648,Strangely you can run very fast in these.,31,
,198,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,19,4,14,10,10,10,,,,90,Pink Stiletto Shoes,2804,Classy pink shoes with stiletto heals,31,
,199,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,13,5,14,15,10,10,,,,90,Blue Servant Shoes,2806,Shoes worn by servants,31,
,200,5,153,1000,0,2,100,,,0|0|0,0|0,0|0,12,5,14,15,10,10,,,,90,Navy Blue Servant Shoes,2653,Shoes worn by servants,31,
,201,5,153,1125,0,3,27,,,0|0|0,31|5,0|0,0,0,12,1,14,3,,,,1,Angelic Dash Shoes,575,Shoes that enable its wearer to run fast.,4,
,202,5,153,1425,0,2,25,,,0|0|0,31|5,0|0,0,0,13,1,16,4,,,,1,Shadow Shoes of Iguje,576,Exotic shoes with pointed toes.,2,
,203,5,153,1425,0,2,28,,,0|0|0,31|5,0|0,0,0,11,1,16,4,,,,1,Shining Shoes of Iguje,576,Exotic shoes with pointed toes.,3,
,204,5,153,1650,0,2,26,,,0|0|0,31|10,0|0,0,0,10,1,18,4,,,,1,Saintly Arumic Shoes,577,Exotically attractive shoes with pointed toes.,5,
,205,5,153,1650,0,2,29,,,0|0|0,31|10,0|0,0,0,13,1,18,4,,,,1,Shadow Arumic Shoes,577,Exotically attractive shoes with pointed toes.,2,
,206,5,153,1650,0,2,31,,,0|0|0,31|10,0|0,0,0,12,1,18,4,,,,1,Angelic Arumic Shoes,577,Exotically attractive shoes with pointed toes.,4,
,207,5,153,2100,0,2,29,,,0|0|0,31|15,0|0,0,0,15,2,22,6,,,,1,Sage Field Walkers,578,Lightweight boots that make its wearer feel good.,10,
,208,5,153,2100,0,2,31,,,0|0|0,31|15,0|0,0,0,10,2,22,6,,,,1,Saintly Field Walkers,578,Lightweight boots that make its wearer feel good.,5,
,209,5,153,2100,0,2,33,,,0|0|0,31|15,0|0,0,0,12,2,22,6,,,,1,Angelic Field Walkers,578,Lightweight boots that make its wearer feel good.,4,
,210,5,153,2850,0,2,31,,,0|0|0,31|20,0|0,0,0,11,2,24,6,,,,2,Shining Wild Walkers,579,Boots that protect ones feet from great impact.,3,
,211,5,153,2850,0,2,33,,,0|0|0,31|15,0|0,0,0,0,0,24,6,,,,2,Fabulous Wild Walkers,579,Boots that protect ones feet from great impact.,8,
,212,5,153,2850,0,2,35,,,0|0|0,31|20,0|0,0,0,12,2,24,6,,,,2,Angelic Wild Walkers,579,Boots that protect ones feet from great impact.,4,
,213,5,153,3300,0,2,31,,,0|0|0,31|25,0|0,0,0,10,3,28,8,,,,2,Saintly Land Walkers,580,Comfortable boots that offer comfort when walking.,5,
,214,5,153,3300,0,2,34,,,0|0|0,31|25,0|0,0,0,13,3,28,8,,,,2,Shadow Land Walkers,580,Comfortable boots that offer comfort when walking.,2,
,215,5,153,3300,0,2,36,,,0|0|0,31|25,0|0,0,0,11,3,28,8,,,,2,Shining Land Walkers,580,Comfortable boots that offer comfort when walking.,3,
,216,5,153,4500,0,2,34,,,0|0|0,31|30,0|0,0,0,15,3,30,8,,,,2,Sage Earth Walkers,581,Comfortable boots that protect its wearer when walking on the toughest terrain.,10,
,217,5,153,4500,0,2,36,,,0|0|0,31|30,0|0,0,0,10,3,30,8,,,,2,Saintly Earth Walkers,581,Comfortable boots that protect its wearer when walking on the toughest terrain.,5,
,218,5,153,4500,0,2,37,,,0|0|0,31|30,0|0,0,0,13,3,30,8,,,,2,Shadow Earth Walkers,581,Comfortable boots that protect its wearer when walking on the toughest terrain.,2,
,219,5,153,5550,0,2,35,,,0|0|0,31|35,0|0,0,0,11,4,34,10,,,,2,Shining Marble Shoes,582,Shoes endowed with the elegant beauty of marble stone.,3,
,220,5,153,5550,0,2,37,,,0|0|0,31|35,0|0,0,0,12,4,34,10,,,,2,Angelic Marble Shoes,582,Shoes endowed with the elegant beauty of marble stone.,4,90
,221,5,153,5550,0,2,39,,,0|0|0,31|35,0|0,0,0,13,4,34,10,,,,2,Shadow Marble Shoes,582,Shoes endowed with the elegant beauty of marble stone.,2,90
,222,5,153,7350,0,2,38,,,0|0|0,31|40,0|0,0,0,13,4,36,11,,,,3,Shadow Luxurious Marble Shoes,583,Shoes as hard as marble on the outside but incredibly soft and cushiony on the inside.,2,133
,223,5,153,7350,0,2,40,,,0|0|0,31|40,0|0,0,0,11,4,36,11,,,,3,Shining Luxurious Marble Shoes,583,Shoes as hard as marble on the outside but incredibly soft and cushiony on the inside.,3,133
,224,5,153,7350,0,2,42,,,0|0|0,31|40,0|0,0,0,12,4,36,11,,,,3,Angelic Luxurious Marble Shoes,583,Shoes as hard as marble on the outside but incredibly soft and cushiony on the inside.,4,133
,225,5,153,9900,0,2,42,,,0|0|0,31|50,0|0,0,0,10,5,42,13,,,,3,Saintly Junior Shoes,585,Shoes for normal magic school students.,5,36
,226,5,153,9900,0,2,43,,,0|0|0,31|50,0|0,0,0,12,5,42,13,,,,3,Angelic Junior Shoes,585,Shoes for normal magic school students.,4,40
,227,5,153,9900,0,2,45,,,0|0|0,31|50,0|0,0,0,15,5,42,13,,,,3,Sage Junior Shoes,585,Shoes for normal magic school students.,10,42
,228,5,153,13800,0,2,45,,,0|0|0,31|60,0|0,0,0,10,6,48,15,,,,3,Saintly Senior Shoes,586,Shoes for exemplary magic school students.,5,50
,229,5,153,13800,0,2,46,,,0|0|0,31|60,0|0,0,0,11,6,48,15,,,,3,Shining Senior Shoes,586,Shoes for exemplary magic school students.,3,54
,230,5,153,13800,0,2,47,,,0|0|0,31|60,0|0,0,0,15,6,48,15,,,,3,Sage Senior Shoes,586,Shoes for exemplary magic school students.,10,58
,231,5,153,13800,0,2,49,,,0|0|0,31|60,0|0,0,0,12,6,48,15,,,,3,Angelic Senior Shoes,586,Shoes for exemplary magic school students.,4,46
,232,5,153,20250,0,2,44,,,0|0|0,31|70,0|0,0,0,13,7,54,18,,,,4,Shadow Redfield Green Shoes,588,Refined elegant shoes for people with refined elegant tastes.,2,
,233,5,153,20250,0,2,45,,,0|0|0,31|70,0|0,0,0,11,7,54,18,,,,4,Shining Redfield Green Shoes,588,Refined elegant shoes for people with refined elegant tastes.,3,
,234,5,153,20250,0,2,46,,,0|0|0,31|60,0|0,0,0,30,2,54,18,,,,4,Epic Redfield Green Shoes,588,Refined elegant shoes for people with refined elegant tastes.,7,
,235,5,153,20250,0,2,48,,,0|0|0,31|70,0|0,0,0,12,7,54,18,,,,4,Angelic Redfield Green Shoes,588,Refined elegant shoes for people with refined elegant tastes.,4,
